feature,importance
feature_7,0.9756227282886752
feature_3,0.8683455923636788
feature_5,0.7881159613702842
feature_11,0.7342718841103246
feature_21,0.6819809852059672
feature_25,0.6594506265540263
feature_17,0.6220151916943325
feature_8,0.6200753790012603
feature_24,0.615289074570503
feature_15,0.6020977355931908
feature_27,0.5851789002135963
feature_16,0.5564884758407669
feature_28,0.5418181206396296
feature_22,0.5415404832867632
feature_1,0.4545158586898625
feature_20,0.45043274567015473
feature_19,0.4497330428731831
feature_10,0.44435692182798786
feature_26,0.44435692182798786
feature_14,0.43949972605048837
feature_31,0.43279010257404854
feature_13,0.42379745532595675
feature_12,0.42246903933526747
feature_6,0.3997725105974022
feature_29,0.3997725105974022
feature_18,0.39566606014982864
feature_9,0.39566606014982864
feature_32,0.35556656001686615
feature_33,0.2819337493956
feature_4,0.28062290734281664
feature_23,0.28062290734281664
feature_143,0.2765880703275902
feature_144,0.2559969311224099
feature_30,0.23851444037151137
feature_48,0.23159468711776823
feature_98,0.2313297030088298
feature_60,0.22015616387018094
feature_75,0.21980330954153768
feature_64,0.21934356218031553
feature_128,0.21910304266132577
feature_69,0.21876031628622106
feature_137,0.21813835575541032
feature_38,0.21576495917964728
feature_50,0.21442578383547908
feature_127,0.20804325549979574
feature_65,0.2080324961463089
feature_46,0.20571259951356916
feature_68,0.2050415328433347
feature_89,0.2031479555853597
feature_70,0.20175118308801188
feature_39,0.19802132750940094
feature_49,0.1925181045644687
feature_63,0.18330573105478018
feature_138,0.17130335036444044
feature_0,0.15600288212339658
feature_85,0.13992350604061554
feature_129,0.12704841507332285
feature_130,0.1229294662749916
feature_141,0.12273138319292418
feature_125,0.11954758561736896
feature_84,0.119502597596575
feature_97,0.11912665984424396
feature_45,0.11668790315534781
feature_91,0.11378071221840669
feature_96,0.11073972640000769
feature_134,0.10805255051329532
feature_90,0.10675834886186852
feature_62,0.10645075820316735
feature_55,0.10643313775194742
feature_36,0.10613187572746782
feature_131,0.1048503013683947
feature_61,0.10138940451621557
feature_107,0.10094471770593462
feature_110,0.10056759957571748
feature_118,0.09965029293737639
feature_108,0.0995065757408043
feature_51,0.09865937884008022
feature_139,0.0985350943571136
feature_2,0.09812980032246695
feature_73,0.09809553428645208
feature_117,0.09731453784205464
feature_142,0.09624351391132326
feature_52,0.09575924326587038
feature_40,0.09571324650799953
feature_133,0.0950740009837219
feature_111,0.09230197395946395
feature_120,0.09166267452957148
feature_86,0.09134278032171943
feature_126,0.090200471208371
feature_140,0.09004972054262106
feature_109,0.08819048558683823
feature_47,0.0862312996776581
feature_72,0.08620359466192314
feature_34,0.08385616878234228
feature_121,0.08289353046668069
feature_102,0.0828817561960902
feature_119,0.08251744726970771
feature_77,0.08218970829335431
feature_132,0.08140060127800501
feature_135,0.08130604943787001
feature_112,0.07901753475251101
feature_105,0.07856680516370503
feature_95,0.07846146383490996
feature_79,0.07797714443915453
feature_106,0.07781707633262015
feature_66,0.07506940350986065
feature_44,0.0749955330602916
feature_83,0.07430233077536437
feature_113,0.07335445647649687
feature_101,0.07328778284926135
feature_103,0.07248534047406402
feature_76,0.07226497402959273
feature_136,0.07222911592425663
feature_67,0.06987815046213883
feature_57,0.06831816725973328
feature_35,0.06803549087035181
feature_88,0.06492784690354776
feature_82,0.06419483058253035
feature_116,0.06373306622528263
feature_123,0.06256864964001169
feature_100,0.06103152036124027
feature_81,0.06074707023320134
feature_104,0.05971195711683158
feature_54,0.05877411336639082
feature_99,0.05761925877562396
feature_37,0.054868199105740985
feature_43,0.054823678056827314
feature_87,0.05461136677575535
feature_80,0.05246106787188853
feature_94,0.051093112819627994
feature_71,0.04823816628854051
feature_53,0.046865300659398215
feature_93,0.042182040142180015
feature_74,0.04217548683206022
feature_115,0.04138904712576604
feature_42,0.0407354808377101
feature_122,0.037633920879631244
feature_41,0.037482843344392704
feature_59,0.035670744900251024
feature_78,0.03433456215135081
feature_114,0.03279319760860957
feature_92,0.03174162445595211
feature_124,0.02773523603410047
feature_56,0.026509585699005727
feature_58,0.025478793393079475
